LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,REASON_DebtCon,REASON_HomeImp,JOB_Mgr,JOB_Office,JOB_Other,JOB_ProfExe,JOB_Sales,JOB_Self,risk_group
35800,93309,137370,12,0,0,70.02470469,0,36,41.86164685,1,0,0,0,1,0,0,0,low risk
13500,71698,93536,6,0,0,202.4658818,2,19,42.81473465,1,0,0,0,1,0,0,0,low risk
16100,63152,85097,5,0,0,102.4008978,1,20,24.17553291,1,0,0,1,0,0,0,0,low risk
7600,73760.8172,28593,20,0,0,180.1689373,0,16,35.58340317,0,1,0,1,0,0,0,0,low risk
6000,65000,94355,26,1,3,69.3,1,34,33.77991535,0,0,0,0,1,0,0,0,high risk
9000,56162,75526,6,0,0,127.7869696,0,15,35.73405682,0,1,0,0,1,0,0,0,low risk
13400,94102,114147,2,0,0,137.707783,0,21,36.80162473,0,1,0,1,0,0,0,0,low risk
18500,99474,127470,22,0,0,287.0022563,3,16,30.99602763,1,0,0,1,0,0,0,0,low risk
15000,116000,202800,3.5,0,0,202.9666667,0,17,33.77991535,1,0,0,0,1,0,0,0,low risk
16500,163000,193000,10,0,0,262.7333333,1,38,33.77991535,1,0,0,0,0,1,0,0,low risk
13700,81378,108628,12,0,2,181.7225343,0,27,32.65202263,0,1,0,0,0,1,0,0,low risk
11800,65062,78004,12,0,0,251.1441957,0,31,43.37237282,0,1,0,1,0,0,0,0,low risk
24100,80005,102098,18,1,0,196.2531041,1,12,39.7589325,1,0,0,0,1,0,0,0,low risk
4800,56067,63102,9,0,3,160.1463113,1,30,21.58376012,1,0,0,0,0,1,0,0,low risk
8300,73760.8172,47244,6,0.254569688,0.449442379,179.7662752,1.186055046,21.2960962,33.77991535,0,1,0,0,1,0,0,0,medium risk
20600,114947,173502,4,0,0,219.3368796,4,24,40.54373892,1,0,0,1,0,0,0,0,low risk
14700,33150,46053,8,0,0,76.91471756,2,11,30.69643481,0,1,0,0,1,0,0,0,low risk
41600,73760.8172,48319,8.922268136,5,0.449442379,113.7989069,1.186055046,20,29.04125341,1,0,0,0,1,0,0,0,low risk
45000,87000,151000,16,0,0,223.2,8,19,33.77991535,1,0,0,0,1,0,0,0,low risk
26200,149599,181869,1,0,0,204.0289898,0,35,39.80087956,1,0,0,0,1,0,0,0,low risk
45200,89427,157731,17,0,0,209.7670286,8,18,39.16706289,1,0,0,0,1,0,0,0,low risk
12000,36346,54000,8.922268136,0,0,114.6666667,2,19,33.77991535,1,0,0,0,1,0,0,0,medium risk
18500,23618,37539,1,0,0,199.7237771,0,15,36.9827292,0,0,0,1,0,0,0,0,low risk
7500,33600,50125,2,0,0,146.9333333,0,18,33.77991535,1,0,0,0,1,0,0,0,high risk
25700,31333,56733,13,0,0,97.08615056,2,25,30.61978676,1,0,0,0,1,0,0,0,low risk
10100,68820,78830,2,0.254569688,0.449442379,170.7224523,1.186055046,34,29.20675283,1,0,0,0,1,0,0,0,low risk
12000,83560,126479,8,0.254569688,0.449442379,179.7662752,1.186055046,21.2960962,38.92831569,0,1,0,0,1,0,0,0,low risk
9200,92395,114494,24,0,0,130.3767882,1,11,39.11215036,0,1,0,1,0,0,0,0,low risk
23600,141000,175000,2,0,0,192.7666667,0,35,33.77991535,1,0,0,0,1,0,0,0,medium risk
5000,26037,35000,12,0,0,182.6333333,0,13,33.77991535,0,1,0,0,0,1,0,0,medium risk
15900,95120,114674,4,0,1,278.8920593,0,34,28.23229678,1,0,0,1,0,0,0,0,low risk
22800,74979,109716,9,0,1,289.8223697,1,28,31.47990688,1,0,1,0,0,0,0,0,low risk
22000,81668,123978,8,0,0,285.1417502,1,16,37.41710801,1,0,0,0,1,0,0,0,low risk
17600,59347,68667,0,0,0,185.274961,0,25,30.05232395,1,0,0,1,0,0,0,0,low risk
6500,70300,107500,1,0,0,242.4666667,1,38,33.77991535,1,0,0,1,0,0,0,0,low risk
20200,130401,171686,7,0,0,178.9425448,0,38,20.32713791,1,0,0,0,0,1,0,0,low risk
24100,77435,113000,10,0,1,124.7666667,0,19,33.77991535,1,0,0,0,0,1,0,0,medium risk
17000,89600,115000,20,0.254569688,3,99.26666667,0,23,33.77991535,1,0,0,0,0,0,0,1,high risk
13600,89937,110986,14,0.254569688,2,146.7187425,1,17,33.74711583,1,0,0,0,0,0,1,0,medium risk
21200,70000,101250,1,1,0,43.6,7,49,33.77991535,1,0,0,0,1,0,0,0,high risk
26900,72848,101736,10,0,0,131.4096343,0,21,36.36902746,1,0,0,1,0,0,0,0,low risk
33500,18804,43982,7,0,0,46.76290645,0,6,34.98037124,1,0,1,0,0,0,0,0,low risk
25000,86000,101776.0487,14,1,0,144.0333333,2,40,33.77991535,1,0,0,0,1,0,0,0,medium risk
25300,73760.8172,33975,23,0,0,79.16325954,2,14,27.17922554,0,1,0,0,1,0,0,0,low risk
20800,96994,140564,13,0,0,169.6871574,1,25,33.5250643,1,0,1,0,0,0,0,0,low risk
13900,41641,53200,8.922268136,0,0,83.06246819,0,15,42.40363421,1,0,0,0,1,0,0,0,low risk
26600,140561,208775,5,0,0,197.5241025,1,27,36.87838912,0,1,0,0,0,1,0,0,low risk
24500,95736,134000,1.5,0,1,122.5,2,20,33.77991535,0,1,1,0,0,0,0,0,high risk
2200,23030,101776.0487,19,0.254569688,0.449442379,179.7662752,1.186055046,21.2960962,3.7113123,0,0,0,0,0,0,0,0,medium risk
8000,63152,101776.0487,9,1,1,132.9,1,26,33.77991535,1,0,0,0,1,0,0,0,high risk
10900,25061,35792,3,0.254569688,0.449442379,179.7662752,1.186055046,21.2960962,37.10471224,1,0,0,0,1,0,0,0,low risk
21500,129361,284790,3,0,0,199.2195955,0,15,30.40625943,0,1,1,0,0,0,0,0,low risk
8500,58327,75044,2,0,2,123.3653563,0,22,28.11181383,0,1,1,0,0,0,0,0,low risk
25700,83733,116386,8,0,1,397.8706892,0,44,41.86989334,1,0,0,1,0,0,0,0,low risk
13700,46000,81000,1.5,0,1,101.5666667,0,25,33.77991535,1,0,0,0,0,1,0,0,medium risk
14300,67018,81805,1,0,0,253.5924509,3,25,30.68621875,1,0,0,0,1,0,0,0,low risk
17000,86341,133564,15,0,0,307.6738571,0,18,28.36821059,1,0,0,0,0,1,0,0,low risk
13300,25698,58760,15,0,0,147.9109824,1,10,30.96207665,0,1,0,0,0,0,0,1,low risk
19300,33970,102792,6,0,0,145.0202453,0,14,31.87421747,0,1,0,0,1,0,0,0,low risk
13900,85358,101401,0,0,0,145.7941061,0,22,40.11441144,1,0,0,0,1,0,0,0,low risk
29200,116202,160084,6,0,0,124.1214617,3,26,32.64452984,1,0,0,0,0,1,0,0,low risk
22000,188982,231933,2,0,0,294.9601692,0,26,36.43459137,1,0,0,0,0,1,0,0,low risk
15800,89765,111792,1,0,2,143.3555312,1,34,33.05883512,1,0,0,0,0,1,0,0,low risk
34500,109000,159500,8.922268136,0,0,250.6333333,3,14,33.77991535,1,0,0,0,1,0,0,0,low risk
13300,35000,44195,8,0,0,91.92352891,0,4,35.24312086,0,1,0,0,1,0,0,0,low risk
17600,39063,54561,17,0,0,107.9438175,1,17,38.91921033,1,0,0,0,1,0,0,0,low risk
25000,84000,120000,1.5,0,0,188.7682131,2,25,33.77991535,1,0,0,0,1,0,0,0,low risk
20900,51960,105524,2,0,3,179.925635,0,47,37.17960241,1,0,0,1,0,0,0,0,low risk
13500,91734,114906,12,0,0,211.8769452,3,15,38.10420812,1,0,0,0,1,0,0,0,low risk
6200,73760.8172,33909,8.922268136,0.254569688,0.449442379,179.7662752,1.186055046,21.2960962,34.51740452,0,1,0,0,0,0,0,0,low risk
2100,71000,83850,8,0,1,123,0,16,33.77991535,0,1,0,0,1,0,0,0,high risk
22200,72293,98997,8.922268136,2,1,242.2161953,2,13,42.77356841,1,0,0,0,1,0,0,0,low risk
15200,53433,114245,2,0.254569688,3,155.3674866,1,24,36.95461516,0,1,0,1,0,0,0,0,low risk
15500,28269,52822,9,0,0,120.6109212,1,9,18.18289192,0,1,0,0,1,0,0,0,low risk
13000,15374,59309,6,2,0,355.1312291,1,21,15.82361555,0,1,0,0,1,0,0,0,low risk
22900,28217,52804,14,0,0,109.3656846,1,25,30.58772816,1,0,0,0,1,0,0,0,low risk
8100,28523,39816,5,0,0,130.6439333,0,16,37.39352642,1,0,0,0,1,0,0,0,medium risk
10900,49352,56529,7,0,1,78.83361763,2,23,36.17495524,1,0,0,0,1,0,0,0,low risk
21600,93937,147792,23,0,0,156.6673122,0,25,40.19063608,1,0,0,0,0,1,0,0,low risk
3600,83700,111800,6,0,0,192.7333333,1,28,33.77991535,0,1,0,0,0,1,0,0,low risk
9300,73252,100537,2,0,0,99.77452712,0,26,34.51463507,1,0,0,0,0,1,0,0,low risk
14100,81894,98285,6,0,0,151.4710746,1,26,42.28213788,1,0,1,0,0,0,0,0,low risk
11000,48893,113223,7,0,1,237.0980813,0,9,22.00337641,1,0,0,0,0,1,0,0,low risk
17000,61000,127000,9,0,5,256.7,0,40,33.77991535,1,0,1,0,0,0,0,0,high risk
20600,35530,105838,7,0,0,106.162918,0,15,32.09386652,0,1,0,0,1,0,0,0,low risk
71200,196601,289430,12,0,0,226.9143073,2,25,29.22035107,1,0,0,0,0,0,0,1,low risk
30500,18375,61738,20,3,5,141.7031333,0,28,45.3547887,1,0,1,0,0,0,0,0,high risk
28100,135991,183598,0,0.254569688,0.449442379,131.5891244,1.186055046,38,31.08561766,1,0,1,0,0,0,0,0,low risk
23600,69846,189234,11,0,0,357.8050619,0,17,30.56428034,0,0,0,0,1,0,0,0,low risk
26500,240782,267675,6,0,0,229.3070258,1,50,37.740919,0,1,0,0,0,0,0,1,low risk
28500,29338,62220,2,0,0,113.2059238,1,6,36.87709851,0,0,0,1,0,0,0,0,low risk
4000,5700,18000,8.922268136,0,0,12.2,0,17,33.77991535,1,0,0,0,1,0,0,0,high risk
20600,32439,55024,0,0.254569688,0.449442379,302.7839495,1.186055046,24,35.38837972,1,0,0,0,1,0,0,0,low risk
26500,14000,45000,0,0,0,195.2333333,1,7,33.77991535,1,0,0,0,1,0,0,0,medium risk
15000,27954,79333,8.922268136,0,0,256.0038054,1,49,42.58194893,0,1,0,0,1,0,0,0,low risk
15900,69548,89775,1,0,0,230.6730803,2,25,30.10831743,1,0,0,0,1,0,0,0,low risk
16400,54818,74447,3,2,3,208.0888643,1,50,41.95642972,1,0,0,1,0,0,0,0,medium risk
21400,128095,167824,6,0,0,180.4173542,0,38,17.49570049,1,0,0,0,0,1,0,0,low risk
9600,73760.8172,56900,8.922268136,0.254569688,0.449442379,179.7662752,1.186055046,21.2960962,14.43523879,0,0,0,0,0,0,0,0,low risk
15800,101246,142340,2,0.254569688,0.449442379,109.2939326,2,16,33.77082855,1,0,0,1,0,0,0,0,low risk
13500,92989,111120,13,0,0,209.4605943,3,15,39.52184453,1,0,0,0,1,0,0,0,low risk
21200,69212,106273,12,0,1,97.2311228,0,22,18.11489583,1,0,0,0,0,1,0,0,low risk
8500,77954,82965,25,0,0,350.7763043,1,46,28.58451556,0,1,0,0,1,0,0,0,low risk
15000,116400,146450,17.5,0,1,255.6666667,1,29,33.77991535,1,0,0,0,1,0,0,0,medium risk
23800,76390,110315,7,0,0,275.9553562,2,29,29.71360104,1,0,1,0,0,0,0,0,low risk
31000,133471,188154,0,0,0,218.5382606,2,18,40.31508349,1,0,0,0,0,1,0,0,low risk
12500,73760.8172,101776.0487,8.922268136,0.254569688,0.449442379,179.7662752,1.186055046,21.2960962,27.35264423,0,0,0,0,0,0,0,0,low risk
22800,96495,122362,8,0,0,120.9792917,2,24,29.80983516,0,1,1,0,0,0,0,0,low risk
19000,172108,195892,10,0,0,276.7633406,0,38,24.4756899,1,0,0,0,0,1,0,0,low risk
21600,108923,142716,9,0,0,162.446914,0,23,33.41977874,0,1,0,0,0,1,0,0,low risk
24800,144410,211936,3,0,0,195.0703595,1,28,38.92615688,0,1,0,0,0,1,0,0,low risk
8200,39175,55848,10,0.254569688,0.449442379,161.6615823,1.186055046,18,24.20011144,0,1,0,1,0,0,0,0,low risk
20300,63803,89079,21,0,4,323.8085733,4,28,45.8759169,1,0,0,0,0,1,0,0,high risk
30800,195221,293118,29,0,0,151.9574182,0,22,38.18102732,1,0,0,0,1,0,0,0,low risk
20400,44746,63433,5,0,0,176.3284966,2,26,36.67687831,1,0,0,1,0,0,0,0,low risk
13300,80059,121790,8.922268136,0.254569688,0.449442379,179.7662752,1.186055046,21.2960962,34.5618314,0,0,0,0,0,0,0,0,low risk
43100,13356,64852,8.922268136,0,0,320.3105483,0,19,15.60459962,0,1,0,1,0,0,0,0,low risk
12000,87000,113850,11,0,0,216.1333333,0,12,33.77991535,1,0,0,1,0,0,0,0,low risk
6600,40926,50486,10,0.254569688,0.449442379,179.8008681,1.186055046,19,27.53237611,0,1,0,1,0,0,0,0,low risk
25500,26603,64347,1,0,0,117.432365,1,6,39.25791203,0,0,0,1,0,0,0,0,low risk
11100,59232,71157,5,0.254569688,0.449442379,108.2171605,1.186055046,24,40.09183182,1,0,1,0,0,0,0,0,low risk
5000,68000,75616,0.1,0,0,131.8666667,0,30,33.77991535,1,0,0,0,0,1,0,0,medium risk
15800,73760.8172,44144,0,0,0,315.8126317,1,9,25.65038413,0,1,0,0,1,0,0,0,low risk
7300,60890,75785,6,0,1,45.96666667,0,13,33.77991535,1,0,0,0,1,0,0,0,medium risk
7300,28500,42050,3,0.254569688,0.449442379,179.7662752,1.186055046,21.2960962,33.77991535,0,1,0,0,1,0,0,0,high risk
14200,94696,121528,10,0,0,209.0518045,0,12,39.64882408,1,0,0,1,0,0,0,0,low risk
24400,87838,104468,6,0.254569688,0.449442379,179.7662752,1.186055046,21.2960962,30.28035484,0,1,0,0,0,0,0,0,low risk
10400,21235,40116,3,0.254569688,0.449442379,179.7662752,1.186055046,21.2960962,36.90541431,1,0,0,0,1,0,0,0,low risk
7800,45391,61743,12,0,0,105.0875938,0,22,36.70541274,1,0,0,0,1,0,0,0,low risk
40700,11541,64714,8.922268136,1,0,298.6485317,0,19,16.5302805,0,1,0,1,0,0,0,0,low risk
21700,93025,140438,5,0,0,166.1776578,0,32,32.77507936,0,1,0,0,0,1,0,0,low risk
11400,75705,90727,5,0,0,143.1010326,2,27,42.16992673,1,0,1,0,0,0,0,0,low risk
47600,73760.8172,86652,7,0,0,304.0581023,0,13,31.57129492,0,1,0,1,0,0,0,0,low risk
5600,53793,66379,22,0,0,206.0991341,0,19,18.36954053,0,1,0,1,0,0,0,0,low risk
5700,62319,82923,4,0,0,117.6739652,0,15,42.46486629,0,1,0,0,1,0,0,0,low risk
15000,18000,163580,7,0,0,304.3666667,0,27,33.77991535,0,1,0,0,0,0,0,1,low risk
33000,153000,164000,9,0,0,117.6666667,4,32,33.77991535,1,0,0,1,0,0,0,0,medium risk
5100,73760.8172,26715,1,0,0,258.7892976,0,14,26.72234334,1,0,0,0,1,0,0,0,low risk
32300,195243,294372,27,0,0,150.2093805,0,22,39.07277566,1,0,0,0,1,0,0,0,low risk
11300,77846,101984,5,0,0,112.3848455,1,27,28.29873364,0,1,0,0,0,1,0,0,low risk
16200,83448,135447,17,0,5,129.7801316,9,19,45.55441548,1,0,1,0,0,0,0,0,high risk
12300,92573,119325,2,1,2,157.6206429,0,33,34.77510251,1,0,0,0,0,1,0,0,low risk
14600,63475,89430,8.922268136,0,0,286.3018149,0,19,28.63806277,0,1,0,0,1,0,0,0,low risk
7500,39600,42000,1,0,0,47.7,1,15,33.77991535,1,0,0,0,0,0,0,1,high risk
26300,118304,177819,17,0,0,299.2172523,1,30,34.36826933,1,0,0,0,0,0,1,0,low risk
11800,52104,61618,0,0,0,160.7499314,0,21,37.12951204,1,0,0,1,0,0,0,0,low risk
22200,138584,180415,5,0.254569688,0.449442379,195.6328077,4,43,41.20539901,1,0,0,0,0,1,0,0,low risk
20100,74013,106578,13,1,0,164.4458113,0,27,33.91624415,0,1,1,0,0,0,0,0,low risk
9400,109991,125146,7,0,1,171.6798111,0,18,34.81346859,1,0,0,0,0,0,0,1,low risk
87500,55938,86794,15,0,0,223.88104,0,16,36.75365267,1,0,0,0,1,0,0,0,low risk
32000,232000,36300,3,0,2,206.0333333,3,50,33.77991535,1,0,1,0,0,0,0,0,medium risk
14300,52608,76936,0,0,0,217.2771919,0,9,34.09538404,1,0,0,0,1,0,0,0,low risk
7500,44744,60518,6,0.254569688,0,79.41122999,1.186055046,16,34.39744173,1,0,0,0,0,0,0,0,low risk
10600,43676,61576,6,0,0,84.83912605,1,10,30.8681375,1,0,0,0,1,0,0,0,low risk
20300,59809,107994,15,0,3,263.9912932,0,36,26.50856379,1,0,0,0,0,1,0,0,low risk
10000,48041,76050,3,0,2,185.7,0,13,33.77991535,0,1,0,0,1,0,0,0,medium risk
24800,82670,106563,8,0,0,302.984432,2,28,30.95648584,1,0,1,0,0,0,0,0,low risk
16200,23466,206368,9,7,3,141.0274265,10,41,32.36849777,1,0,1,0,0,0,0,0,high risk
21000,63405,86804,5,0.254569688,0.449442379,156.8727507,1.186055046,15,37.43378459,1,0,0,1,0,0,0,0,low risk
2200,24280,34687,8.922268136,0,1,300.8666667,0,8,33.77991535,0,1,0,0,1,0,0,0,high risk
31000,51370,103298,0,0,0,175.6096146,2,25,38.09341464,1,0,0,1,0,0,0,0,low risk
6200,73760.8172,101776.0487,3,0.254569688,0.449442379,80.5,2,17,33.77991535,1,0,0,0,0,0,0,1,medium risk
10800,75000,87400,7,1,0,101.4666667,2,19,33.77991535,0,1,0,0,1,0,0,0,high risk
8100,73760.8172,56386,11,1,0,294.6027668,2,12,32.38595617,0,1,0,0,1,0,0,0,low risk
10000,91000,110000,16,1,3,123.7666667,2,22,33.77991535,1,0,0,0,1,0,0,0,high risk
19900,4641,23636,8.922268136,0,0,63.53525475,1,19,40.44237823,1,0,0,0,1,0,0,0,low risk
25000,73760.8172,45764,8.922268136,0.254569688,0.449442379,107.1447608,1.186055046,12,27.77990534,1,0,0,0,1,0,0,0,low risk
6300,92659,117352,6,0,0,199.0119272,0,27,26.52004952,0,1,0,0,0,1,0,0,low risk
27200,58383,92484,22,1,2,170.0723235,1,20,23.80982026,1,0,0,0,1,0,0,0,low risk
45000,73760.8172,76673,11,0,0,297.3,0,13,33.77991535,0,1,0,1,0,0,0,0,low risk
21900,61838,92091,5,0.254569688,0.449442379,171.5767001,1.186055046,16,37.80040089,1,0,0,1,0,0,0,0,low risk
16700,5106,93277,14,0,0,269.9626887,0,23,29.87592807,0,1,0,0,1,0,0,0,low risk
21700,92382,168708,13,2,5,249.2427629,1.186055046,24,29.3690264,0,0,1,0,0,0,0,0,medium risk
30400,55429,103948,3,0,0,182.4841642,1,25,35.15098079,1,0,0,1,0,0,0,0,low risk
10200,59907,71580,14,0,0,237.9481372,2,32,36.40094666,1,0,0,0,0,1,0,0,low risk
10100,73760.8172,69451,8.922268136,0.254569688,0.449442379,179.7662752,1.186055046,21.2960962,22.51968544,0,0,0,0,0,0,0,0,low risk
38200,128081,196037,8.922268136,0,0,197.8654921,0,24,32.56785691,1,0,1,0,0,0,0,0,low risk
14900,87391,99494,18,0,0,134.8599969,4,23,29.53505856,0,1,0,0,1,0,0,0,low risk
8700,56904,64122,5,0.254569688,4,119.5554734,2,11,38.6956146,1,0,1,0,0,0,0,0,low risk
9500,54612,68759,9,0,0,89.10283861,0,19,31.35390694,0,1,0,0,1,0,0,0,medium risk
16300,22352,165315,9,0,0,304.3346951,0,27,27.56242667,0,1,0,0,0,0,0,1,low risk
39500,30972,70545,3,0,0,197.4524289,2,17,25.36055735,1,0,0,0,0,1,0,0,low risk
22600,73760.8172,58856,8.922268136,0,1,298.8195417,0,18,38.19502654,1,0,0,0,1,0,0,0,low risk
19800,63701,14609,4,0.254569688,0.449442379,62.3597382,1,17,41.87419791,1,0,0,0,1,0,0,0,low risk
50000,80286,145000,12,0.254569688,1,178.7665994,0,35,33.77991535,1,0,0,0,1,0,0,0,medium risk
22400,69774,107601,2,0.254569688,0.449442379,248.3932369,5,23,40.96299512,1,0,1,0,0,0,0,0,low risk
7300,55456,86766,6,0,0,240.0567715,2,23,31.7246985,0,1,0,0,0,1,0,0,low risk
20800,51562,99997,1,0,4,168.3145771,0,47,35.23139271,1,0,0,1,0,0,0,0,low risk
13200,69697,91722,24,1,0,183.5237293,1,14,39.75217179,0,1,0,1,0,0,0,0,low risk
16100,54715,71673,1,0,0,186.2158287,0,25,29.67050636,1,0,0,1,0,0,0,0,low risk
36800,35447,59890,8.922268136,0,0,179.7662752,7,0,31.17384352,1,0,0,0,1,0,0,0,low risk
29400,109457,145453,15,0,0,222.858711,1,40,40.69741846,1,0,0,0,1,0,0,0,low risk
15000,45000,85000,11,0,0,110,0,31,33.77991535,0,1,1,0,0,0,0,0,medium risk
12500,10035,61897,6,1,1,368.7377963,0,21,14.73359483,0,1,0,0,1,0,0,0,low risk
17400,97072,155146,0,0,0,204.1656163,0,19,40.50796477,1,0,1,0,0,0,0,0,low risk
14800,38000,59000,6,1,0,107.5333333,2,10,33.77991535,1,0,0,0,0,0,0,0,medium risk
26500,73760.8172,61089,27,0,0,144.1920343,0,9,22.81386786,1,0,0,0,1,0,0,0,low risk
12500,37562,57081,22,0,1,129.486844,0,23,39.08300244,0,1,0,0,1,0,0,0,low risk
12700,27459,38577,16,0,0,72.32957204,0,9,31.60566546,0,1,1,0,0,0,0,0,low risk
12000,72000,106000,6,0,0,78.06666667,2,14,33.77991535,1,0,0,0,1,0,0,0,medium risk
10200,57142,72664,19,0,0,158.1858039,1,12,32.49748842,1,0,0,0,0,0,0,0,low risk
36200,36974,54452,8.922268136,0,0,179.7662752,7,0,31.16435392,1,0,0,0,1,0,0,0,low risk
14000,92739,125000,6,0.254569688,0.449442379,248.6,3,42,33.77991535,1,0,1,0,0,0,0,0,low risk
2000,32700,46740,3,0,2,216.9333333,1,12,33.77991535,0,1,0,0,1,0,0,0,high risk
7000,64255,68389,4,0,0,80.15243091,2,19,40.56186054,0,1,0,0,1,0,0,0,low risk
23600,73760.8172,68208,26,0,0,119.5859013,0,8,20.81825554,1,0,0,0,1,0,0,0,low risk
26800,46236,62711,17,0,0,175.075058,1,22,33.05993364,1,0,0,1,0,0,0,0,low risk
34000,57025,103563,3,0,0,173.4941319,2,24,36.91389765,1,0,0,1,0,0,0,0,low risk
7500,57340,80000,4,0,5,86.23333333,3,14,33.77991535,1,0,0,0,0,1,0,0,high risk
20400,52109,100316,0,0,4,166.9381999,0,46,35.52622751,1,0,0,1,0,0,0,0,low risk
2900,61962,70915,2,0,0,282.8016592,3,37,49.20639579,1,0,1,0,0,0,0,0,medium risk
12300,114035,137208,15,0.254569688,1,173.7143227,0,33,32.05607229,1,0,0,0,0,1,0,0,low risk
5400,73760.8172,65474,1,0,0,40.709849,0,4,37.84877104,0,1,0,1,0,0,0,0,low risk
14000,65000,101776.0487,23,0,3,109.5666667,1,15,33.77991535,0,0,0,0,1,0,0,0,high risk
19000,42000,64000,9,0,0,30.46666667,3,8,33.77991535,1,0,1,0,0,0,0,0,medium risk
36000,89270,127834,30,0,0,350.6195273,0,20,38.66907284,1,0,1,0,0,0,0,0,low risk
15000,102988,130000,1.3,0,0,289.1666667,0,47,33.77991535,1,0,0,0,1,0,0,0,low risk
10000,5200,53095,5,3,3,234.3333333,3,17,33.77991535,0,1,0,0,1,0,0,0,high risk
10800,70214,83882,4,1,2,172.7993009,3,30,38.58882359,1,0,0,1,0,0,0,0,low risk
12000,87000,101200,13,0.254569688,2,151.1333333,1,18,33.77991535,1,0,0,0,0,0,1,0,medium risk
10800,89139,122571,8,0.254569688,0.449442379,179.7662752,1.186055046,21.2960962,40.78052715,0,1,0,0,1,0,0,0,low risk
6300,49498,64296,6,0.254569688,4,111.2065132,1,10,38.57713194,1,0,1,0,0,0,0,0,low risk
23100,75837,183443,9,0,0,377.29104,0,17,31.43531612,0,0,0,0,1,0,0,0,low risk
6700,60301,70543,5,0,0,195.7808633,0,19,32.39759341,0,1,0,0,0,1,0,0,low risk
7200,73760.8172,76723,10,0,0,70.19389019,0,11,41.25070626,0,1,0,0,1,0,0,0,low risk
2900,78600,113000,6,1,0,165.3333333,2,26,33.77991535,1,0,0,0,0,1,0,0,medium risk
13000,61612,99132,8,0,0,262.7333333,1,12,33.77991535,0,1,0,0,0,1,0,0,low risk
17100,54598,115838,14,0,0,247.2958966,0,20,25.63211643,1,0,0,0,0,1,0,0,low risk
3000,73760.8172,14500,3,0,0,9.3,14,2,33.77991535,0,1,0,0,1,0,0,0,high risk
15100,140193,176342,11,0,0,248.1884191,0,20,30.0801582,1,0,1,0,0,0,0,0,low risk
13900,33403,69878,8,0,0,259.8132832,1,16,23.73521616,1,0,0,0,0,1,0,0,low risk
26500,84769,127773,2,0,0,190.8604772,2,25,42.03163913,1,0,0,0,1,0,0,0,low risk
37200,35515,76591,6,0,0,203.7080546,1,17,22.43213209,1,0,0,0,0,1,0,0,low risk
22600,73760.8172,55419,8.922268136,0,0,299.9557961,0,18,39.0951957,1,0,0,0,1,0,0,0,low risk
22100,45993,67208,8,0,1,60.45700477,2,18,34.78092033,1,0,0,0,1,0,0,0,medium risk
22900,95321,123082,3,0,0,205.4415191,2,26,34.05349114,1,0,0,0,0,0,0,1,low risk
30900,106717,101776.0487,4,2,4,172.4323547,0,13,47.79590611,1,0,1,0,0,0,0,0,high risk
14200,60570,74648,2,0,0,137.8411053,2,35,40.2897613,1,0,0,0,0,1,0,0,low risk
14500,54927,63177,3,0,0,178.9361677,0,14,27.06223348,1,0,0,0,1,0,0,0,low risk
20000,61843,95595,14,0,0,135.9666667,0,14,33.77991535,0,1,0,1,0,0,0,0,low risk
6000,18793,27750,6,0,3,119.7,0,8,33.77991535,0,1,1,0,0,0,0,0,high risk
10800,125732,184667,7,0,0,212.2234688,0,19,33.92078997,1,0,0,0,1,0,0,0,low risk
15100,81461,93548,2,0,0,160.1036,0,22,41.00736353,1,0,0,0,1,0,0,0,low risk
23000,71902,101750,5,0,0,214.3892524,0,13,29.04596406,0,1,0,0,1,0,0,0,low risk
53600,208197,297280,4,1,1,160.4852512,2,29,41.6467315,1,0,0,0,0,1,0,0,medium risk
8400,82597,83858,25,0,0,350.5681362,1,47,28.91075714,0,1,0,0,1,0,0,0,low risk
12800,48437,65311,0,1,0,260.5552362,0,21,29.51628985,1,0,0,0,1,0,0,0,low risk
15000,34200,38900,9.2,0,0,170.7,4,21,33.77991535,1,0,0,0,1,0,0,0,medium risk
3600,61584,61800,10,0.254569688,0.449442379,179.7662752,1.186055046,21.2960962,33.77991535,0,1,0,0,0,1,0,0,medium risk
26400,79163,123792,0,0,0,310.6145549,0,24,38.1099786,1,0,0,1,0,0,0,0,low risk
15300,83039,99630,8,1,2,354.4602994,1.186055046,42,38.26595101,1,0,0,0,0,1,0,0,low risk
13700,58788,87260,14,0,0,103.6928184,0,24,36.66531854,1,0,0,1,0,0,0,0,low risk
13000,73760.8172,72175,8.922268136,0,0,367.9400249,0,6,36.56113974,0,1,0,0,1,0,0,0,low risk
26600,122501,153280,2,0,0,289.581723,0,25,38.1297118,1,0,1,0,0,0,0,0,low risk
26100,113266,182082,18,0,0,304.8524691,1,31,33.19394936,1,0,0,0,0,0,1,0,low risk
15600,105959,121747,0,0,0,120.5331314,2,21,39.29481281,1,0,0,0,1,0,0,0,low risk
20500,86236,138729,11,0,0,97.86217257,3,14,38.6994411,1,0,0,0,1,0,0,0,low risk
11100,73760.8172,67005,8.922268136,0,0,364.3759758,0,7,36.67473432,0,1,0,0,1,0,0,0,low risk
12100,31400,48000,6,1,0,107.5333333,2,16,33.77991535,1,0,0,0,1,0,0,0,medium risk
